food_name,carbs,protein,sugar
"babyfood, vegetables, corn, creamed, junior",16.25,1.4,1.48
"babyfood, vegetables, corn, creamed, strained",14.1,1.4,1.23
"babyfood, vegetables, garden vegetable, strained",6.8,2.3,2.57
"babyfood, vegetables, green beans, junior",5.8,1.2,1.08
"babyfood, vegetables, green beans, strained",6.29,1.2,1.88
"babyfood, vegetables, mix vegetables junior",8.2,1.4,1.78
"babyfood, vegetables, mix vegetables strained",8.25,1.0,1.57
"babyfood, vegetables, peas, strained",8.36,3.27,2.01
"babyfood, vegetables, spinach, creamed, strained",5.7,2.5,2.33
"babyfood, vegetables, squash, junior",5.73,0.81,3.24
"babyfood, vegetables, squash, strained",5.73,0.81,3.37
"babyfood, vegetables, sweet potatoes strained",13.2,1.1,4.05
"babyfood, vegetables, sweet potatoes, junior",14.0,1.1,4.24
"babyfood, water, bottled, gerber, without added fluoride",0.0,0.0,0.0
"babyfood, yogurt, whole milk, with fruit, multigrain cereal and added dha fortified",13.22,3.4,11.46
"babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",13.0,3.05,11.46
bacon and beef sticks,0.8,29.1,0.8
"bacon bits, meatless",28.6,32.0,0.0
"bacon, meatless",5.31,11.69,0.0
"bacon, pre-sliced, reduced/low sodium, unprepared",0.83,12.53,0.83
"bacon, turkey, low sodium",4.8,13.33,0.0
"bacon, turkey, microwaved",4.24,29.5,4.24
"bacon, turkey, unprepared",1.89,15.94,0.0
"bagels, cinnamon-raisin",55.2,9.8,5.98
"bagels, cinnamon-raisin, toasted",59.3,10.6,6.43
"bagels, egg",53.0,10.6,0.0
"bagels, multigrain",47.47,9.9,8.66
"bagels, oat bran",53.3,10.7,1.63
"bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",52.38,10.56,8.43
"bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",57.39,11.14,9.14
"bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",53.4,10.5,0.0
"bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",53.4,10.5,0.0
"bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",53.4,10.5,0.0
"bagels, wheat",48.89,10.2,6.12
"bagels, whole grain white",54.52,9.3,9.3
"baking chocolate, mars snackfood us, m&m's milk chocolate mini baking bits",68.4,4.78,62.54
"baking chocolate, mars snackfood us, m&m's semisweet chocolate mini baking bits",65.96,4.44,53.07
"baking chocolate, mexican, squares",77.41,3.64,69.4
"baking chocolate, unsweetened, liquid",36.2,12.1,0.0
"baking chocolate, unsweetened, squares",28.42,14.32,0.91
"balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",6.16,3.6,1.04
"balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",6.68,3.6,1.04
"balsam-pear (bitter gourd), leafy tips, raw",3.29,5.3,0.0
"balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",4.32,0.84,1.95
"balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",4.32,0.84,1.95
"balsam-pear (bitter gourd), pods, raw",3.7,1.0,0.0
"bamboo shoots, canned, drained solids",3.22,1.72,1.89
"bamboo shoots, cooked, boiled, drained, with salt",1.52,1.53,0.0
"bamboo shoots, cooked, boiled, drained, without salt",1.92,1.53,0.0
"bamboo shoots, raw",5.2,2.6,3.0
"bananas, dehydrated, or banana powder",88.28,3.89,47.3
"bananas, raw",22.84,1.09,12.23
baobab powder,79.65,3.69,0.0
"barbecue loaf, pork, beef",6.4,15.84,0.0
barley flour or meal,74.52,10.5,0.8
barley malt flour,78.3,10.28,0.8
"barley, hulled",73.48,12.48,0.8
"barley, pearled, cooked",28.22,2.26,0.28
"barley, pearled, raw",77.72,9.91,0.8
"basil, fresh",2.65,3.15,0.3
"beans, adzuki, mature seed, cooked, boiled, with salt",24.77,7.52,0.0
"beans, adzuki, mature seeds, canned, sweetened",55.01,3.8,0.0
"beans, adzuki, mature seeds, cooked, boiled, without salt",24.77,7.52,0.0
"beans, adzuki, mature seeds, raw",62.9,19.87,0.0
"beans, baked, canned, no salt added",20.49,4.8,7.78
"beans, baked, canned, plain or vegetarian",21.14,4.75,7.96
"beans, baked, canned, with beef",16.91,6.38,0.0
"beans, baked, canned, with franks",15.39,6.75,6.53
"beans, baked, canned, with pork",19.99,5.19,0.0
"beans, baked, canned, with pork and sweet sauce",21.57,4.52,8.23
"beans, baked, canned, with pork and tomato sauce",18.69,5.15,5.67
"beans, baked, home prepared",21.63,5.54,0.0
"beans, black turtle, mature seeds, canned",16.55,6.03,0.23
"beans, black turtle, mature seeds, cooked, boiled, with salt",24.35,8.18,0.32
"beans, black turtle, mature seeds, cooked, boiled, without salt",24.35,8.18,0.32
"beans, black turtle, mature seeds, raw",63.25,21.25,2.12
"beans, black, mature seeds, canned, low sodium",16.55,6.03,0.23
"beans, black, mature seeds, cooked, boiled, with salt",23.71,8.86,0.32
"beans, black, mature seeds, cooked, boiled, without salt",23.71,8.86,0.32
"beans, black, mature seeds, raw",62.36,21.6,2.12
"beans, chili, barbecue, ranch style, cooked",16.9,5.0,5.25
"beans, cranberry (roman), mature seeds, canned",15.12,5.54,0.0
"beans, cranberry (roman), mature seeds, cooked, boiled, with salt",24.46,9.34,0.0
"beans, cranberry (roman), mature seeds, cooked, boiled, without salt",24.46,9.34,0.0
"beans, cranberry (roman), mature seeds, raw",60.05,23.03,0.0
"beans, fava, in pod, raw",17.63,7.92,9.21
"beans, french, mature seeds, cooked, boiled, with salt",24.02,7.05,0.0
"beans, french, mature seeds, cooked, boiled, without salt",24.02,7.05,0.0
"beans, french, mature seeds, raw",64.11,18.81,0.0
"beans, great northern, mature seeds, canned",21.02,7.37,1.41
"beans, great northern, mature seeds, canned, low sodium",21.02,7.37,1.41
"beans, great northern, mature seeds, cooked, boiled, with salt",21.09,8.33,0.0
"beans, great northern, mature seeds, cooked, boiled, without salt",21.09,8.33,0.0
"beans, great northern, mature seeds, raw (includes foods for usda's food distribution program)",62.37,21.86,2.26
"beans, kidney, all types, mature seeds, canned",14.5,5.22,1.85
"beans, kidney, all types, mature seeds, cooked, boiled, with salt",22.8,8.67,0.32
"beans, kidney, all types, mature seeds, cooked, boiled, without salt",22.8,8.67,0.32
"beans, kidney, all types, mature seeds, raw",60.01,23.58,2.23
"beans, kidney, california red, mature seeds, cooked, boiled, with salt",22.41,9.13,0.0
"beans, kidney, california red, mature seeds, cooked, boiled, without salt",22.41,9.13,0.0
"beans, kidney, california red, mature seeds, raw",59.8,24.37,0.0
"beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",4.72,4.83,0.0
"beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",4.72,4.83,0.0
"beans, kidney, mature seeds, sprouted, raw",4.1,4.2,0.0
"beans, kidney, red, mature seeds, canned, drained solids",21.49,7.98,3.8
"beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",20.8,8.12,0.0
"beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",14.83,5.22,1.85
"beans, kidney, red, mature seeds, canned, solids and liquids",14.83,5.22,1.85
"beans, kidney, red, mature seeds, cooked, boiled, with salt",22.8,8.67,0.32
"beans, kidney, red, mature seeds, cooked, boiled, without salt",22.8,8.67,0.32
"beans, kidney, red, mature seeds, raw",61.29,22.53,2.1
"beans, kidney, royal red, mature seeds, cooked, boiled with salt",21.85,9.49,0.0
"beans, kidney, royal red, mature seeds, cooked, boiled, without salt",21.85,9.49,0.0
"beans, kidney, royal red, mature seeds, raw",58.33,25.33,0.0
"beans, liquid from stewed kidney beans",2.8,1.8,0.0
"beans, mung, mature seeds, sprouted, canned, drained solids",2.14,1.4,0.7
"beans, navy, mature seeds, canned",20.45,7.53,0.28
"beans, navy, mature seeds, cooked, boiled, with salt",26.05,8.23,0.37
"beans, navy, mature seeds, cooked, boiled, without salt",26.05,8.23,0.37
"beans, navy, mature seeds, raw",60.75,22.33,3.88
"beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",15.01,7.07,0.0
"beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",15.01,7.07,0.0
"beans, navy, mature seeds, sprouted, raw",13.05,6.15,0.0
"beans, pink, mature seeds, cooked, boiled, with salt",27.91,9.06,0.36
"beans, pink, mature seeds, cooked, boiled, without salt",27.91,9.06,0.36
"beans, pink, mature seeds, raw",64.19,20.96,2.14
"beans, pinto, canned, drained solids",20.22,6.99,0.54
"beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",30.87,9.31,0.0
"beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",30.87,9.31,0.0
"beans, pinto, immature seeds, frozen, unprepared",32.5,9.8,0.0
"beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",20.77,7.04,0.0
"beans, pinto, mature seeds, canned, solids and liquids",15.18,4.6,1.02
"beans, pinto, mature seeds, canned, solids and liquids, low sodium",15.18,4.6,1.02
"beans, pinto, mature seeds, cooked, boiled, with salt",26.22,9.01,0.34
"beans, pinto, mature seeds, cooked, boiled, without salt",26.22,9.01,0.34
"beans, pinto, mature seeds, raw (includes foods for usda's food distribution program)",62.55,21.42,2.11
"beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",3.5,1.86,0.0
"beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",4.1,1.86,0.0
"beans, pinto, mature seeds, sprouted, raw",11.6,5.25,0.0
"beans, shellie, canned, solids and liquids",6.19,1.76,0.63
"beans, small white, mature seeds, cooked, boiled, with salt",25.81,8.97,0.0
"beans, small white, mature seeds, cooked, boiled, without salt",25.81,8.97,0.0
"beans, small white, mature seeds, raw",62.25,21.11,0.0
"beans, snap, canned, all styles, seasoned, solids and liquids",3.49,0.83,0.0
"beans, snap, green, canned, no salt added, drained solids",4.32,1.12,0.78
"beans, snap, green, canned, no salt added, solids and liquids",3.5,0.8,0.0
"beans, snap, green, canned, regular pack, drained solids",4.19,1.05,1.44
"beans, snap, green, canned, regular pack, solids and liquids",3.27,0.72,1.25
"beans, snap, green, cooked, boiled, drained, with salt",7.88,1.89,3.63
"beans, snap, green, cooked, boiled, drained, without salt",7.88,1.89,3.63
"beans, snap, green, frozen, all styles, microwaved",6.98,1.98,2.6
"beans, snap, green, frozen, all styles, unprepared (includes foods for usda's food distribution program)",7.54,1.79,2.21
"beans, snap, green, frozen, cooked, boiled, drained without salt",6.45,1.49,1.88
"beans, snap, green, frozen, cooked, boiled, drained, with salt",6.45,1.49,1.88
"beans, snap, green, microwaved",6.41,2.31,3.22
"beans, snap, green, raw",6.97,1.83,3.26
"beans, snap, yellow, canned, no salt added, drained solids",4.5,1.15,0.78
"beans, snap, yellow, canned, no salt added, solids and liquids",3.5,0.8,0.62
"beans, snap, yellow, canned, regular pack, drained solids",4.5,1.15,0.78
"beans, snap, yellow, canned, regular pack, solids and liquids",3.5,0.8,0.62
"beans, snap, yellow, cooked, boiled, drained, with salt",7.88,1.89,3.63
"beans, snap, yellow, cooked, boiled, drained, without salt",7.88,1.89,3.63
"beans, snap, yellow, frozen, all styles, unprepared",7.58,1.8,2.22
"beans, snap, yellow, frozen, cooked, boiled, drained, with salt",6.45,1.49,1.88
"beans, snap, yellow, frozen, cooked, boiled, drained, without salt",6.45,1.49,1.88
"beans, snap, yellow, raw",7.13,1.82,3.27
"beans, white, mature seeds, canned",21.2,7.26,0.29
"beans, white, mature seeds, cooked, boiled, with salt",25.09,9.73,0.34
"beans, white, mature seeds, cooked, boiled, without salt",25.09,9.73,0.34
"beans, white, mature seeds, raw",60.27,23.36,2.11
"beans, yellow, mature seeds, cooked, boiled, with salt",25.28,9.16,0.34
"beans, yellow, mature seeds, cooked, boiled, without salt",25.28,9.16,0.34
"beans, yellow, mature seeds, raw",60.7,22.0,0.0
"bear, black, meat (alaska native)",0.0,20.1,0.0
"bear, polar, meat, raw (alaska native)",0.0,25.6,0.0
"beef pot pie, frozen entree, prepared",22.05,7.25,0.0
"beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",0.0,28.73,0.0
"beef macaroni with tomato sauce, frozen entree, reduced fat",17.99,5.89,3.8
"beef stew, canned entree",7.85,4.41,1.76
"beef, australian, imported, wagyu, external fat, aust. marble score 4/5, raw",0.0,6.54,0.0
"beef, australian, imported, wagyu, external fat, aust. marble score 9, raw",0.97,5.54,0.0
"beef, australian, imported, wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, aust. marble score 4/5, raw",0.0,19.71,0.0
"beef, australian, imported, wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, aust. marble score 9, raw",0.58,18.5,0.0
"beef, australian, imported, wagyu, loin, tenderloin steak/roast, boneless, separable lean only, aust. marble score 4/5, raw",0.0,20.19,0.0
"beef, australian, imported, wagyu, loin, tenderloin steak/roast, boneless, separable lean only, aust. marble score 9, raw",0.57,18.87,0.0
"beef, australian, imported, wagyu, loin, top loin steak/roast, boneless, separable lean and fat, aust. marble score 4/5, raw",0.12,17.67,0.0
"beef, australian, imported, wagyu, loin, top loin steak/roast, boneless, separable lean only, aust. marble score 4/5, raw",0.2,20.15,0.0
"beef, australian, imported, wagyu, loin, top loin steak/roast, boneless, separable lean only, aust. marble score 9, raw",0.13,16.92,0.0
"beef, australian, imported, wagyu, loin, top loin steak/roast, separable lean and fat, aust. marble score 9, raw",0.14,14.58,0.0
"beef, australian, imported, wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, aust. marble score 4/5, raw",0.0,17.07,0.0
"beef, australian, imported, wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, aust. marble score 9, raw",0.28,14.54,0.0
"beef, australian, imported, wagyu, rib, small end rib steak/roast, boneless, separable lean only, aust. marble score 4/5, raw",0.0,20.35,0.0
"beef, australian, imported, wagyu, rib, small end rib steak/roast, boneless, separable lean only, aust. marble score 9, raw",0.46,17.61,0.0
"beef, australian, imported, wagyu, seam fat, aust. marble score 4/5, raw",0.0,6.0,0.0
"beef, australian, imported, wagyu, seam fat, aust. marble score 9, raw",0.0,5.16,0.0
"beef, australian, imported, grass-fed,  external fat, raw",0.39,11.32,0.0
"beef, australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",0.0,17.72,0.0
"beef, australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",0.01,20.53,0.0
"beef, australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",0.0,20.85,0.0
"beef, australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",0.11,19.9,0.0
"beef, australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",0.0,21.79,0.0
"beef, australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",0.01,21.77,0.0
"beef, australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw",0.0,21.9,0.0
"beef, australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",0.11,19.8,0.0
"beef, australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw",0.0,21.47,0.0
"beef, australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",0.01,21.13,0.0
"beef, australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",0.0,21.4,0.0
"beef, australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",0.0,22.24,0.0
"beef, australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",0.0,22.41,0.0
"beef, australian, imported, grass-fed, seam fat, raw",1.06,9.58,0.0
"beef, new zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",0.0,31.3,0.0
"beef, new zealand, imported, bolar blade, separable lean and fat, raw",0.0,21.29,0.0
"beef, new zealand, imported, bolar blade, separable lean only, cooked, fast roasted",0.0,33.53,0.0
"beef, new zealand, imported, bolar blade, separable lean only, raw",0.0,22.09,0.0
"beef, new zealand, imported, brisket navel end, separable lean and fat, cooked, braised",0.0,20.14,0.0
"beef, new zealand, imported, brisket navel end, separable lean and fat, raw",0.0,15.81,0.0
"beef, new zealand, imported, brisket navel end, separable lean only, cooked, braised",0.0,29.35,0.0
"beef, new zealand, imported, brisket navel end, separable lean only, raw",0.0,19.74,0.0
"beef, new zealand, imported, brisket point end, separable lean and fat, cooked, braised",0.0,31.94,0.0
"beef, new zealand, imported, brisket point end, separable lean and fat, raw",0.0,20.05,0.0
"beef, new zealand, imported, brisket point end, separable lean only, cooked, braised",0.0,34.51,0.0
"beef, new zealand, imported, brisket point end, separable lean only, raw",0.0,20.92,0.0
"beef, new zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",0.0,29.92,0.0
"beef, new zealand, imported, chuck eye roll, separable lean and fat, raw",0.0,19.38,0.0
"beef, new zealand, imported, chuck eye roll, separable lean only, cooked, braised",0.0,32.08,0.0
"beef, new zealand, imported, chuck eye roll, separable lean only, raw",0.0,20.46,0.0
"beef, new zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",0.03,27.79,0.0
"beef, new zealand, imported, cube roll, separable lean and fat, raw",1.26,18.22,0.0
"beef, new zealand, imported, cube roll, separable lean only, cooked, fast roasted",0.0,30.09,0.0
"beef, new zealand, imported, cube roll, separable lean only, raw",1.38,19.77,0.0
"beef, new zealand, imported, eye round, separable lean and fat, cooked, slow roasted",0.0,29.49,0.0
"beef, new zealand, imported, eye round, separable lean and fat, raw",1.32,19.88,0.0
"beef, new zealand, imported, eye round, separable lean only, cooked, slow roasted",0.0,29.68,0.0
"beef, new zealand, imported, eye round, separable lean only, raw",1.35,20.15,0.0
"beef, new zealand, imported, flank, separable lean and fat, cooked, braised",0.0,30.13,0.0
"beef, new zealand, imported, flank, separable lean and fat, raw",0.0,20.12,0.0
"beef, new zealand, imported, flank, separable lean only, cooked, braised",0.0,30.75,0.0
